"Step","clutrr_finetuning_7.5k_encoder - val_accuracy","clutrr_finetuning_7.5k_encoder - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder - val_accuracy","clutrr_finetuning_7.5k_decoder - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder - val_accuracy__MAX","clutrr_finetuning_5k_encoder - val_accuracy","clutrr_finetuning_5k_encoder - val_accuracy__MIN","clutrr_finetuning_5k_encoder - val_accuracy__MAX","clutrr_finetuning_5k_decoder - val_accuracy","clutrr_finetuning_5k_decoder - val_accuracy__MIN","clutrr_finetuning_5k_decoder - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder - val_accuracy","clutrr_finetuning_2.5k_encoder - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder - val_accuracy","clutrr_finetuning_2.5k_decoder - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder - val_accuracy__MAX","clutrr_finetuning_10k_encoder - val_accuracy","clutrr_finetuning_10k_encoder - val_accuracy__MIN","clutrr_finetuning_10k_encoder - val_accuracy__MAX","clutrr_finetuning_10k_decoder - val_accuracy","clutrr_finetuning_10k_decoder - val_accuracy__MIN","clutrr_finetuning_10k_decoder - val_accuracy__MAX"
"6050","0.8697195598154065","0.8697195598154065","0.8697195598154065","0.8580049698260561","0.8580049698260561","0.8580049698260561","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9882854100106496","0.9882854100106496","0.9882854100106496"
"6100","0.8668796592119276","0.8668796592119276","0.8668796592119276","0.8611998580049698","0.8611998580049698","0.8611998580049698","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9858004969826056","0.9858004969826056","0.9858004969826056"
"6150","0.858359957401491","0.858359957401491","0.858359957401491","0.8654597089101882","0.8654597089101882","0.8654597089101882","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"6200","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8633297834575789","0.8633297834575789","0.8633297834575789","","","","","","","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9868654597089102","0.9868654597089102","0.9868654597089102"
"6250","0.8668796592119276","0.8668796592119276","0.8668796592119276","0.8562300319488818","0.8562300319488818","0.8562300319488818","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"6300","0.8704295349662762","0.8704295349662762","0.8704295349662762","0.8746893858714945","0.8746893858714945","0.8746893858714945","","","","","","","","","","","","","0.9936102236421726","0.9936102236421726","0.9936102236421726","0.987220447284345","0.987220447284345","0.987220447284345"
"6350","0.868299609513667","0.868299609513667","0.868299609513667","0.8622648207312744","0.8622648207312744","0.8622648207312744","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.984735534256301","0.984735534256301","0.984735534256301"
"6400","0.873269435569755","0.873269435569755","0.873269435569755","0.858359957401491","0.858359957401491","0.858359957401491","","","","","","","","","","","","","0.9939652112176074","0.9939652112176074","0.9939652112176074","0.9779907703230387","0.9779907703230387","0.9779907703230387"
"6450","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.8697195598154065","0.8697195598154065","0.8697195598154065","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9843805466808662","0.9843805466808662","0.9843805466808662"
"6500","0.8729144479943202","0.8729144479943202","0.8729144479943202","0.870784522541711","0.870784522541711","0.870784522541711","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.987220447284345","0.987220447284345","0.987220447284345"
"6550","0.8750443734469293","0.8750443734469293","0.8750443734469293","0.8693645722399717","0.8693645722399717","0.8693645722399717","","","","","","","","","","","","","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"6600","0.8764643237486688","0.8764643237486688","0.8764643237486688","0.8693645722399717","0.8693645722399717","0.8693645722399717","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"6650","0.8722044728434505","0.8722044728434505","0.8722044728434505","0.8704295349662762","0.8704295349662762","0.8704295349662762","","","","","","","","","","","","","0.9886403975860845","0.9886403975860845","0.9886403975860845","0.9879304224352148","0.9879304224352148","0.9879304224352148"
"6700","0.87362442314519","0.87362442314519","0.87362442314519","0.8711395101171459","0.8711395101171459","0.8711395101171459","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9879304224352148","0.9879304224352148","0.9879304224352148"
"6750","0.8743343982960596","0.8743343982960596","0.8743343982960596","0.87362442314519","0.87362442314519","0.87362442314519","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"6800","0.8739794107206248","0.8739794107206248","0.8739794107206248","0.8739794107206248","0.8739794107206248","0.8739794107206248","","","","","","","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9858004969826056","0.9858004969826056","0.9858004969826056"
"6850","0.8746893858714945","0.8746893858714945","0.8746893858714945","0.873269435569755","0.873269435569755","0.873269435569755","","","","","","","","","","","","","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9882854100106496","0.9882854100106496","0.9882854100106496"
"6900","0.8764643237486688","0.8764643237486688","0.8764643237486688","0.8739794107206248","0.8739794107206248","0.8739794107206248","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9868654597089102","0.9868654597089102","0.9868654597089102"
"6950","0.8782392616258431","0.8782392616258431","0.8782392616258431","0.8729144479943202","0.8729144479943202","0.8729144479943202","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"7000","0.8782392616258431","0.8782392616258431","0.8782392616258431","0.873269435569755","0.873269435569755","0.873269435569755","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"7050","0.8796592119275826","0.8796592119275826","0.8796592119275826","0.8626198083067093","0.8626198083067093","0.8626198083067093","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"7100","0.8796592119275826","0.8796592119275826","0.8796592119275826","0.8714944976925808","0.8714944976925808","0.8714944976925808","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"7150","0.8750443734469293","0.8750443734469293","0.8750443734469293","0.8711395101171459","0.8711395101171459","0.8711395101171459","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"7200","0.8746893858714945","0.8746893858714945","0.8746893858714945","0.8768193113241036","0.8768193113241036","0.8768193113241036","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"7250","0.87362442314519","0.87362442314519","0.87362442314519","0.8722044728434505","0.8722044728434505","0.8722044728434505","","","","","","","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"7300","0.8810791622293219","0.8810791622293219","0.8810791622293219","0.8743343982960596","0.8743343982960596","0.8743343982960596","","","","","","","","","","","","","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"7350","0.8778842740504083","0.8778842740504083","0.8778842740504083","0.873269435569755","0.873269435569755","0.873269435569755","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"7400","0.8775292864749734","0.8775292864749734","0.8775292864749734","0.8768193113241036","0.8768193113241036","0.8768193113241036","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9907703230386936","0.9907703230386936","0.9907703230386936"
"7450","0.8810791622293219","0.8810791622293219","0.8810791622293219","0.8771742988995385","0.8771742988995385","0.8771742988995385","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"7500","0.8803691870784522","0.8803691870784522","0.8803691870784522","0.8768193113241036","0.8768193113241036","0.8768193113241036","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"7550","","","","","","","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"7600","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"7650","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"7700","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"7750","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9882854100106496","0.9882854100106496","0.9882854100106496"
"7800","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9868654597089102","0.9868654597089102","0.9868654597089102"
"7850","","","","","","","","","","","","","","","","","","","0.9936102236421726","0.9936102236421726","0.9936102236421726","0.9907703230386936","0.9907703230386936","0.9907703230386936"
"7900","","","","","","","","","","","","","","","","","","","0.9939652112176074","0.9939652112176074","0.9939652112176074","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"7950","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"8000","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9900603478878239","0.9900603478878239","0.9900603478878239"
"8050","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8100","","","","","","","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9882854100106496","0.9882854100106496","0.9882854100106496"
"8150","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8200","","","","","","","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8250","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"8300","","","","","","","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"8350","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"8400","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9900603478878239","0.9900603478878239","0.9900603478878239"
"8450","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"8500","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9904153354632588","0.9904153354632588","0.9904153354632588"
"8550","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"8600","","","","","","","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8650","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8700","","","","","","","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8750","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"8800","","","","","","","","","","","","","","","","","","","0.9939652112176074","0.9939652112176074","0.9939652112176074","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"8850","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"8900","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.987220447284345","0.987220447284345","0.987220447284345"
"8950","","","","","","","","","","","","","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9914802981895634","0.9914802981895634","0.9914802981895634"
"9000","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9904153354632588","0.9904153354632588","0.9904153354632588"
"9050","","","","","","","","","","","","","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9911253106141285"
"9100","","","","","","","","","","","","","","","","","","","0.9939652112176074","0.9939652112176074","0.9939652112176074","0.9921902733404331","0.9921902733404331","0.9921902733404331"
"9150","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9886403975860845","0.9886403975860845","0.9886403975860845"
"9200","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"9250","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"9300","","","","","","","","","","","","","","","","","","","0.9946751863684771","0.9946751863684771","0.9946751863684771","0.9879304224352148","0.9879304224352148","0.9879304224352148"
"9350","","","","","","","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9879304224352148","0.9879304224352148","0.9879304224352148"
"9400","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9911253106141285","0.9911253106141285","0.9911253106141285"
"9450","","","","","","","","","","","","","","","","","","","0.9936102236421726","0.9936102236421726","0.9936102236421726","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"9500","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"9550","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.987220447284345","0.987220447284345","0.987220447284345"
"9600","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9900603478878239","0.9900603478878239","0.9900603478878239"
"9650","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9900603478878239","0.9900603478878239","0.9900603478878239"
"9700","","","","","","","","","","","","","","","","","","","0.9946751863684771","0.9946751863684771","0.9946751863684771","0.9889953851615193","0.9889953851615193","0.9889953851615193"
"9750","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9907703230386936","0.9907703230386936","0.9907703230386936"
"9800","","","","","","","","","","","","","","","","","","","0.9929002484913028","0.9929002484913028","0.9929002484913028","0.9893503727369543","0.9893503727369543","0.9893503727369543"
"9850","","","","","","","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9897053603123891","0.9897053603123891","0.9897053603123891"
"9900","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9879304224352148","0.9879304224352148","0.9879304224352148"
"9950","","","","","","","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9900603478878239","0.9900603478878239","0.9900603478878239"
"10000","","","","","","","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9886403975860845","0.9886403975860845","0.9886403975860845"
