"Step","counting_extra_small_decoder_perm_invariant_0 - loss","counting_extra_small_decoder_perm_invariant_0 - loss__MIN","counting_extra_small_decoder_perm_invariant_0 - loss__MAX"
"3500","0.012873624830972404","0.012873624830972404","0.012873624830972404"
"3600","0.007987651010043919","0.007987651010043919","0.007987651010043919"
"3700","0.009103387808427215","0.009103387808427215","0.009103387808427215"
"3800","0.04085623410064727","0.04085623410064727","0.04085623410064727"
"3900","0.0076340963272377846","0.0076340963272377846","0.0076340963272377846"
"4000","0.006972281471826136","0.006972281471826136","0.006972281471826136"
"4100","0.005902588658500463","0.005902588658500463","0.005902588658500463"
"4200","0.007926808821503073","0.007926808821503073","0.007926808821503073"
"4300","0.006956151989288628","0.006956151989288628","0.006956151989288628"
"4400","0.007867738837376237","0.007867738837376237","0.007867738837376237"
"4500","0.00644334431621246","0.00644334431621246","0.00644334431621246"
"4600","0.006190424429951236","0.006190424429951236","0.006190424429951236"
"4700","0.006294848603429273","0.006294848603429273","0.006294848603429273"
"4800","0.006619510293239728","0.006619510293239728","0.006619510293239728"
"4900","0.006051763459690846","0.006051763459690846","0.006051763459690846"
"5000","0.006265100217424333","0.006265100217424333","0.006265100217424333"
"5100","0.011346776607679203","0.011346776607679203","0.011346776607679203"
"5200","0.005349314191844315","0.005349314191844315","0.005349314191844315"
"5300","0.005010150651214644","0.005010150651214644","0.005010150651214644"
"5400","0.004899144217488356","0.004899144217488356","0.004899144217488356"
"5500","0.005272754224715754","0.005272754224715754","0.005272754224715754"
"5600","0.005400192212546244","0.005400192212546244","0.005400192212546244"
"5700","0.005628326537553221","0.005628326537553221","0.005628326537553221"
"5800","0.005495681472239084","0.005495681472239084","0.005495681472239084"
"5900","0.005377495922148228","0.005377495922148228","0.005377495922148228"
"6000","0.005503612164175138","0.005503612164175138","0.005503612164175138"
"6100","0.004922727125231177","0.004922727125231177","0.004922727125231177"
"6200","0.0047736767580499875","0.0047736767580499875","0.0047736767580499875"
"6300","0.007316434264648706","0.007316434264648706","0.007316434264648706"
"6400","0.004930914151482284","0.004930914151482284","0.004930914151482284"
"6500","0.00494422908348497","0.00494422908348497","0.00494422908348497"
"6600","0.004653907112660818","0.004653907112660818","0.004653907112660818"
"6700","0.005093388938112184","0.005093388938112184","0.005093388938112184"
"6800","0.004228939410531893","0.004228939410531893","0.004228939410531893"
"6900","0.0050624743610387666","0.0050624743610387666","0.0050624743610387666"
"7000","0.004604051966452971","0.004604051966452971","0.004604051966452971"
"7100","0.006500760641647503","0.006500760641647503","0.006500760641647503"
"7200","0.005320238218409941","0.005320238218409941","0.005320238218409941"
"7300","0.005028969873674214","0.005028969873674214","0.005028969873674214"
"7400","0.004441196746192873","0.004441196746192873","0.004441196746192873"
"7500","0.005139877933543175","0.005139877933543175","0.005139877933543175"
"7600","0.004551505748531781","0.004551505748531781","0.004551505748531781"
"7700","0.005063931077602319","0.005063931077602319","0.005063931077602319"
"7800","0.004218069533235394","0.004218069533235394","0.004218069533235394"
"7900","0.004560236680554226","0.004560236680554226","0.004560236680554226"
"8000","0.009624275172827766","0.009624275172827766","0.009624275172827766"
"8100","0.004438462038524449","0.004438462038524449","0.004438462038524449"
"8200","0.004546726965927519","0.004546726965927519","0.004546726965927519"
"8300","0.004486986843985506","0.004486986843985506","0.004486986843985506"
"8400","0.0041927623271476476","0.0041927623271476476","0.0041927623271476476"
"8500","0.003943283358530607","0.003943283358530607","0.003943283358530607"
"8600","0.007539751473814249","0.007539751473814249","0.007539751473814249"
"8700","0.00413751517131459","0.00413751517131459","0.00413751517131459"
"8800","0.004040580210858025","0.004040580210858025","0.004040580210858025"
"8900","0.004258935060934163","0.004258935060934163","0.004258935060934163"
"9000","0.004496261327294633","0.004496261327294633","0.004496261327294633"
"9100","0.004260467492276803","0.004260467492276803","0.004260467492276803"
"9200","0.005132807525806129","0.005132807525806129","0.005132807525806129"
"9300","0.004523655637458432","0.004523655637458432","0.004523655637458432"
"9400","0.0053092009894317015","0.0053092009894317015","0.0053092009894317015"
"9500","0.0045073812856571745","0.0045073812856571745","0.0045073812856571745"
"9600","0.003986416240804829","0.003986416240804829","0.003986416240804829"
"9700","0.004247343137685675","0.004247343137685675","0.004247343137685675"
"9800","0.004497317841160111","0.004497317841160111","0.004497317841160111"
"9900","0.003704983298666775","0.003704983298666775","0.003704983298666775"
"10000","0.003539672820479609","0.003539672820479609","0.003539672820479609"
