"Step","counting_extra_small_decoder_nope_perm_invariant_0 - loss","counting_extra_small_decoder_nope_perm_invariant_0 - loss__MIN","counting_extra_small_decoder_nope_perm_invariant_0 - loss__MAX"
"4900","0.011104909933637828","0.011104909933637828","0.011104909933637828"
"5000","0.01049502415349707","0.01049502415349707","0.01049502415349707"
"5100","0.011424091577064246","0.011424091577064246","0.011424091577064246"
"5200","0.010935411800164729","0.010935411800164729","0.010935411800164729"
"5300","0.009020412131212652","0.009020412131212652","0.009020412131212652"
"5400","0.009144676206633449","0.009144676206633449","0.009144676206633449"
"5500","0.008944705838803201","0.008944705838803201","0.008944705838803201"
"5600","0.009239623630419374","0.009239623630419374","0.009239623630419374"
"5700","0.00993115481454879","0.00993115481454879","0.00993115481454879"
"5800","0.009029635614715516","0.009029635614715516","0.009029635614715516"
"5900","0.010681580668315292","0.010681580668315292","0.010681580668315292"
"6000","0.00882080270210281","0.00882080270210281","0.00882080270210281"
"6100","0.008433824472595006","0.008433824472595006","0.008433824472595006"
"6200","0.009364993637427687","0.009364993637427687","0.009364993637427687"
"6300","0.010548649656120688","0.010548649656120688","0.010548649656120688"
"6400","0.007977617252618075","0.007977617252618075","0.007977617252618075"
"6500","0.008616898846812547","0.008616898846812547","0.008616898846812547"
"6600","0.008490663380362093","0.008490663380362093","0.008490663380362093"
"6700","0.008387125313747674","0.008387125313747674","0.008387125313747674"
"6800","0.008332828435814009","0.008332828435814009","0.008332828435814009"
"6900","0.006978188592474907","0.006978188592474907","0.006978188592474907"
"7000","0.008586310697719455","0.008586310697719455","0.008586310697719455"
"7100","0.007643433765042573","0.007643433765042573","0.007643433765042573"
"7200","0.009262028664816171","0.009262028664816171","0.009262028664816171"
"7300","0.0071993810252752154","0.0071993810252752154","0.0071993810252752154"
"7400","0.008835301117505879","0.008835301117505879","0.008835301117505879"
"7500","0.007687187382252887","0.007687187382252887","0.007687187382252887"
"7600","0.006852702574105933","0.006852702574105933","0.006852702574105933"
"7700","0.008137204127851873","0.008137204127851873","0.008137204127851873"
"7800","0.006236391912680119","0.006236391912680119","0.006236391912680119"
"7900","0.007475275752367452","0.007475275752367452","0.007475275752367452"
"8000","0.008135331987868994","0.008135331987868994","0.008135331987868994"
"8100","0.008351879596011713","0.008351879596011713","0.008351879596011713"
"8200","0.006886853675823658","0.006886853675823658","0.006886853675823658"
"8300","0.007069956717314199","0.007069956717314199","0.007069956717314199"
"8400","0.007395948022603988","0.007395948022603988","0.007395948022603988"
"8500","0.008579761342843994","0.008579761342843994","0.008579761342843994"
"8600","0.007138015617383644","0.007138015617383644","0.007138015617383644"
"8700","0.0069536773802246895","0.0069536773802246895","0.0069536773802246895"
"8800","0.0074050931364763525","0.0074050931364763525","0.0074050931364763525"
"8900","0.007725851178402081","0.007725851178402081","0.007725851178402081"
"9000","0.005923391366377473","0.005923391366377473","0.005923391366377473"
"9100","0.008117075907066465","0.008117075907066465","0.008117075907066465"
"9200","0.006263540799263865","0.006263540799263865","0.006263540799263865"
"9300","0.006146644678665325","0.006146644678665325","0.006146644678665325"
"9400","0.007272791747236624","0.007272791747236624","0.007272791747236624"
"9500","0.007089999746531248","0.007089999746531248","0.007089999746531248"
"9600","0.006289375517517328","0.006289375517517328","0.006289375517517328"
"9700","0.005788836411666125","0.005788836411666125","0.005788836411666125"
"9800","0.007541402262286283","0.007541402262286283","0.007541402262286283"
"9900","0.005774364966200664","0.005774364966200664","0.005774364966200664"
"10000","0.005818180294008926","0.005818180294008926","0.005818180294008926"
