"Step","counting_extra_small_decoder_nope_perm_variant_0 - accuracy","counting_extra_small_decoder_nope_perm_variant_0 - accuracy__MIN","counting_extra_small_decoder_nope_perm_variant_0 - accuracy__MAX"
"5900","0.9829427301883698","0.9829427301883698","0.9829427301883698"
"6000","0.9822070515155792","0.9822070515155792","0.9822070515155792"
"6100","0.9825000202655793","0.9825000202655793","0.9825000202655793"
"6200","0.9824349147081375","0.9824349147081375","0.9824349147081375"
"6300","0.9836458516120911","0.9836458516120911","0.9836458516120911"
"6400","0.9829036670923234","0.9829036670923234","0.9829036670923234"
"6500","0.9831998926401139","0.9831998926401139","0.9831998926401139"
"6600","0.9826562660932541","0.9826562660932541","0.9826562660932541"
"6700","0.9835840046405793","0.9835840046405793","0.9835840046405793"
"6800","0.9837728065252304","0.9837728065252304","0.9837728065252304"
"6900","0.983310569524765","0.983310569524765","0.983310569524765"
"7000","0.984309915304184","0.984309915304184","0.984309915304184"
"7100","0.9833138233423233","0.9833138233423233","0.9833138233423233"
"7200","0.9849674683809281","0.9849674683809281","0.9849674683809281"
"7300","0.985208352804184","0.985208352804184","0.985208352804184"
"7400","0.9848535352945328","0.9848535352945328","0.9848535352945328"
"7500","0.9842155146598816","0.9842155146598816","0.9842155146598816"
"7600","0.9853385597467422","0.9853385597467422","0.9853385597467422"
"7700","0.9838411676883697","0.9838411676883697","0.9838411676883697"
"7800","0.9843554866313934","0.9843554866313934","0.9843554866313934"
"7900","0.9848698151111602","0.9848698151111602","0.9848698151111602"
"8000","0.9847949427366257","0.9847949427366257","0.9847949427366257"
"8100","0.9858333528041839","0.9858333528041839","0.9858333528041839"
"8200","0.9856673353910446","0.9856673353910446","0.9856673353910446"
"8300","0.9852604365348816","0.9852604365348816","0.9852604365348816"
"8400","0.9855696821212768","0.9855696821212768","0.9855696821212768"
"8500","0.9845475441217423","0.9845475441217423","0.9845475441217423"
"8600","0.9852995014190674","0.9852995014190674","0.9852995014190674"
"8700","0.9861002802848816","0.9861002802848816","0.9861002802848816"
"8800","0.9857682484388351","0.9857682484388351","0.9857682484388351"
"8900","0.9859896028041839","0.9859896028041839","0.9859896028041839"
"9000","0.9859537988901138","0.9859537988901138","0.9859537988901138"
"9100","0.9855143427848816","0.9855143427848816","0.9855143427848816"
"9200","0.9856315279006957","0.9856315279006957","0.9856315279006957"
"9300","0.9856998884677887","0.9856998884677887","0.9856998884677887"
"9400","0.986097023487091","0.986097023487091","0.986097023487091"
"9500","0.9856836140155792","0.9856836140155792","0.9856836140155792"
"9600","0.9868522346019745","0.9868522346019745","0.9868522346019745"
"9700","0.9856282758712769","0.9856282758712769","0.9856282758712769"
"9800","0.9871321851015091","0.9871321851015091","0.9871321851015091"
"9900","0.987402366399765","0.987402366399765","0.987402366399765"
"10000","0.9859049719572067","0.9859049719572067","0.9859049719572067"
