"Step","counting_medium_decoder_perm_variant_0 - loss","counting_medium_decoder_perm_variant_0 - loss__MIN","counting_medium_decoder_perm_variant_0 - loss__MAX"
"6300","0.00961298291105777","0.00961298291105777","0.00961298291105777"
"6400","0.0078003814979456364","0.0078003814979456364","0.0078003814979456364"
"6500","0.0062257772858720275","0.0062257772858720275","0.0062257772858720275"
"6600","0.0054077795101329686","0.0054077795101329686","0.0054077795101329686"
"6700","0.004473053397377953","0.004473053397377953","0.004473053397377953"
"6800","0.0037685322953620926","0.0037685322953620926","0.0037685322953620926"
"6900","0.0038516814482863993","0.0038516814482863993","0.0038516814482863993"
"7000","0.0026013133904780263","0.0026013133904780263","0.0026013133904780263"
"7100","0.0032077863643644377","0.0032077863643644377","0.0032077863643644377"
"7200","0.0029403422700124793","0.0029403422700124793","0.0029403422700124793"
"7300","0.0025624917217646724","0.0025624917217646724","0.0025624917217646724"
"7400","0.0025096399753238075","0.0025096399753238075","0.0025096399753238075"
"7500","0.003026158925786149","0.003026158925786149","0.003026158925786149"
"7600","0.003328749137581326","0.003328749137581326","0.003328749137581326"
"7700","0.0018287044911994598","0.0018287044911994598","0.0018287044911994598"
"7800","0.0022362464434991123","0.0022362464434991123","0.0022362464434991123"
"7900","0.002795612936170073","0.002795612936170073","0.002795612936170073"
"8000","0.0023199933907017112","0.0023199933907017112","0.0023199933907017112"
"8100","0.0025591685576364397","0.0025591685576364397","0.0025591685576364397"
"8200","0.002415011935954681","0.002415011935954681","0.002415011935954681"
"8300","0.002267221100628376","0.002267221100628376","0.002267221100628376"
"8400","0.002158318502333714","0.002158318502333714","0.002158318502333714"
"8500","0.002003613251436036","0.002003613251436036","0.002003613251436036"
"8600","0.002827416416403139","0.002827416416403139","0.002827416416403139"
"8700","0.0019426192555692977","0.0019426192555692977","0.0019426192555692977"
"8800","0.002163636566401692","0.002163636566401692","0.002163636566401692"
"8900","0.0022628787845314947","0.0022628787845314947","0.0022628787845314947"
"9000","0.001772087323188316","0.001772087323188316","0.001772087323188316"
"9100","0.0026198930750251747","0.0026198930750251747","0.0026198930750251747"
"9200","0.0019160195537551773","0.0019160195537551773","0.0019160195537551773"
"9300","0.001984901285759406","0.001984901285759406","0.001984901285759406"
"9400","0.002171647337163449","0.002171647337163449","0.002171647337163449"
"9500","0.002317907077667769","0.002317907077667769","0.002317907077667769"
"9600","0.002265716440597316","0.002265716440597316","0.002265716440597316"
"9700","0.002013062235128018","0.002013062235128018","0.002013062235128018"
"9800","0.001730571598309325","0.001730571598309325","0.001730571598309325"
"9900","0.002265514266764512","0.002265514266764512","0.002265514266764512"
"10000","0.0015937510585354176","0.0015937510585354176","0.0015937510585354176"
