"Step","memory_bound_extra_small_decoder_0 - loss","memory_bound_extra_small_decoder_0 - loss__MIN","memory_bound_extra_small_decoder_0 - loss__MAX"
"47900","26.375610332489014","26.375610332489014","26.375610332489014"
"48000","26.32553176879883","26.32553176879883","26.32553176879883"
"48100","26.385336494445802","26.385336494445802","26.385336494445802"
"48200","26.115309047698975","26.115309047698975","26.115309047698975"
"48300","26.384495697021485","26.384495697021485","26.384495697021485"
"48400","26.25456651687622","26.25456651687622","26.25456651687622"
"48500","26.156513843536377","26.156513843536377","26.156513843536377"
"48600","26.266405696868897","26.266405696868897","26.266405696868897"
"48700","26.23336534500122","26.23336534500122","26.23336534500122"
"48800","26.380914573669433","26.380914573669433","26.380914573669433"
"48900","26.34451095581055","26.34451095581055","26.34451095581055"
"49000","26.246883945465086","26.246883945465086","26.246883945465086"
"49100","26.473652648925782","26.473652648925782","26.473652648925782"
"49200","26.27750768661499","26.27750768661499","26.27750768661499"
"49300","26.3292791557312","26.3292791557312","26.3292791557312"
"49400","26.329848251342774","26.329848251342774","26.329848251342774"
"49500","26.296138591766358","26.296138591766358","26.296138591766358"
"49600","26.310024547576905","26.310024547576905","26.310024547576905"
"49700","26.266276626586915","26.266276626586915","26.266276626586915"
"49800","26.361459884643555","26.361459884643555","26.361459884643555"
"49900","26.25086139678955","26.25086139678955","26.25086139678955"
"50000","26.207986183166504","26.207986183166504","26.207986183166504"
