"Step","counting_medium_decoder_nope_perm_invariant_0 - loss","counting_medium_decoder_nope_perm_invariant_0 - loss__MIN","counting_medium_decoder_nope_perm_invariant_0 - loss__MAX"
"6500","0.0015449439302756217","0.0015449439302756217","0.0015449439302756217"
"6600","0.0007021677336888388","0.0007021677336888388","0.0007021677336888388"
"6700","0.0008871179133711849","0.0008871179133711849","0.0008871179133711849"
"6800","0.0017183552152710035","0.0017183552152710035","0.0017183552152710035"
"6900","0.0008615780422405805","0.0008615780422405805","0.0008615780422405805"
"7000","0.0006236289282242069","0.0006236289282242069","0.0006236289282242069"
"7100","0.001329786308706389","0.001329786308706389","0.001329786308706389"
"7200","0.0008163502893876284","0.0008163502893876284","0.0008163502893876284"
"7300","0.0017249657148204279","0.0017249657148204279","0.0017249657148204279"
"7400","0.000899782367851003","0.000899782367851003","0.000899782367851003"
"7500","0.0010636480136599858","0.0010636480136599858","0.0010636480136599858"
"7600","0.0009014160431252094","0.0009014160431252094","0.0009014160431252094"
"7700","0.0019292565913201542","0.0019292565913201542","0.0019292565913201542"
"7800","0.0004408175146454596","0.0004408175146454596","0.0004408175146454596"
"7900","0.0019218389536399627","0.0019218389536399627","0.0019218389536399627"
"8000","0.0009505988153250655","0.0009505988153250655","0.0009505988153250655"
"8100","0.0008906832136563026","0.0008906832136563026","0.0008906832136563026"
"8200","0.0014448018609982682","0.0014448018609982682","0.0014448018609982682"
"8300","0.0009052984329900937","0.0009052984329900937","0.0009052984329900937"
"8400","0.0009170452226680936","0.0009170452226680936","0.0009170452226680936"
"8500","0.0004718489859078545","0.0004718489859078545","0.0004718489859078545"
"8600","0.001356849931398756","0.001356849931398756","0.001356849931398756"
"8700","0.0010616387491609203","0.0010616387491609203","0.0010616387491609203"
"8800","0.0006440215356633416","0.0006440215356633416","0.0006440215356633416"
"8900","0.0016707186221174197","0.0016707186221174197","0.0016707186221174197"
"9000","0.0007208920414996101","0.0007208920414996101","0.0007208920414996101"
"9100","0.0011703737495554378","0.0011703737495554378","0.0011703737495554378"
"9200","0.0005327735845639836","0.0005327735845639836","0.0005327735845639836"
"9300","0.0010820239632448646","0.0010820239632448646","0.0010820239632448646"
"9400","0.0011167974831914763","0.0011167974831914763","0.0011167974831914763"
"9500","0.0013052291120402514","0.0013052291120402514","0.0013052291120402514"
"9600","0.0007851608194687287","0.0007851608194687287","0.0007851608194687287"
"9700","0.0009181508940673666","0.0009181508940673666","0.0009181508940673666"
"9800","0.0006902393090058468","0.0006902393090058468","0.0006902393090058468"
"9900","0.0005674256056590821","0.0005674256056590821","0.0005674256056590821"
"10000","0.0017977299519407097","0.0017977299519407097","0.0017977299519407097"
