"Step","counting_extra_small_decoder_perm_variant_0 - accuracy","counting_extra_small_decoder_perm_variant_0 - accuracy__MIN","counting_extra_small_decoder_perm_variant_0 - accuracy__MAX"
"4500","0.9927343958616257","0.9927343958616257","0.9927343958616257"
"4600","0.9925358259677887","0.9925358259677887","0.9925358259677887"
"4700","0.9927897351980209","0.9927897351980209","0.9927897351980209"
"4800","0.992845071554184","0.992845071554184","0.992845071554184"
"4900","0.9927669483423233","0.9927669483423233","0.9927669483423233"
"5000","0.9928320521116256","0.9928320521116256","0.9928320521116256"
"5100","0.9933756703138351","0.9933756703138351","0.9933756703138351"
"5200","0.9931836158037186","0.9931836158037186","0.9931836158037186"
"5300","0.9933170789480209","0.9933170789480209","0.9933170789480209"
"5400","0.9933984577655792","0.9933984577655792","0.9933984577655792"
"5500","0.9938965082168579","0.9938965082168579","0.9938965082168579"
"5600","0.9939974182844162","0.9939974182844162","0.9939974182844162"
"5700","0.9939583534002304","0.9939583534002304","0.9939583534002304"
"5800","0.9937207239866257","0.9937207239866257","0.9937207239866257"
"5900","0.9946126490831375","0.9946126490831375","0.9946126490831375"
"6000","0.9946452009677887","0.9946452009677887","0.9946452009677887"
"6100","0.9946028834581375","0.9946028834581375","0.9946028834581375"
"6200","0.995052102804184","0.995052102804184","0.995052102804184"
"6300","0.9947688996791839","0.9947688996791839","0.9947688996791839"
"6400","0.9943522316217422","0.9943522316217422","0.9943522316217422"
"6500","0.9948079627752304","0.9948079627752304","0.9948079627752304"
"6600","0.994475930929184","0.994475930929184","0.994475930929184"
"6700","0.994322937130928","0.994322937130928","0.994322937130928"
"6800","0.9948112165927887","0.9948112165927887","0.9948112165927887"
"6900","0.9949153846502304","0.9949153846502304","0.9949153846502304"
"7000","0.9951855659484863","0.9951855659484863","0.9951855659484863"
"7100","0.9949902534484864","0.9949902534484864","0.9949902534484864"
"7200","0.9946256685256958","0.9946256685256958","0.9946256685256958"
"7300","0.9951497584581375","0.9951497584581375","0.9951497584581375"
"7400","0.9953125214576721","0.9953125214576721","0.9953125214576721"
"7500","0.994563821554184","0.994563821554184","0.994563821554184"
"7600","0.9948958528041839","0.9948958528041839","0.9948958528041839"
"7700","0.9946972864866257","0.9946972864866257","0.9946972864866257"
"7800","0.9944271034002304","0.9944271034002304","0.9944271034002304"
"7900","0.994788430929184","0.994788430929184","0.994788430929184"
"8000","0.9950000202655792","0.9950000202655792","0.9950000202655792"
"8100","0.9949218952655792","0.9949218952655792","0.9949218952655792"
"8200","0.994733094573021","0.994733094573021","0.994733094573021"
"8300","0.9949023652076722","0.9949023652076722","0.9949023652076722"
"8400","0.995146501660347","0.995146501660347","0.995146501660347"
"8500","0.9951367390155792","0.9951367390155792","0.9951367390155792"
"8600","0.9952018439769745","0.9952018439769745","0.9952018439769745"
"8700","0.9951041865348816","0.9951041865348816","0.9951041865348816"
"8800","0.995319032073021","0.995319032073021","0.995319032073021"
"8900","0.9954166853427887","0.9954166853427887","0.9954166853427887"
"9000","0.9953092640638351","0.9953092640638351","0.9953092640638351"
"9100","0.9948372614383697","0.9948372614383697","0.9948372614383697"
"9200","0.9941862165927887","0.9941862165927887","0.9941862165927887"
"9300","0.9940820527076721","0.9940820527076721","0.9940820527076721"
"9400","0.9949121260643006","0.9949121260643006","0.9949121260643006"
"9500","0.9943457233905793","0.9943457233905793","0.9943457233905793"
"9600","0.9951530134677887","0.9951530134677887","0.9951530134677887"
"9700","0.9950293177366256","0.9950293177366256","0.9950293177366256"
"9800","0.9955045759677887","0.9955045759677887","0.9955045759677887"
"9900","0.9952571827173233","0.9952571827173233","0.9952571827173233"
"10000","0.9953450739383698","0.9953450739383698","0.9953450739383698"
