"Step","counting_extra_small_encoder_perm_variant_0 - loss","counting_extra_small_encoder_perm_variant_0 - loss__MIN","counting_extra_small_encoder_perm_variant_0 - loss__MAX"
"3400","0.033812886960804464","0.033812886960804464","0.033812886960804464"
"3500","0.031382603012025355","0.031382603012025355","0.031382603012025355"
"3600","0.031431858539581296","0.031431858539581296","0.031431858539581296"
"3700","0.068636533357203","0.068636533357203","0.068636533357203"
"3800","0.029116985388100147","0.029116985388100147","0.029116985388100147"
"3900","0.02735978428274393","0.02735978428274393","0.02735978428274393"
"4000","0.02618528200313449","0.02618528200313449","0.02618528200313449"
"4100","0.036850267183035613","0.036850267183035613","0.036850267183035613"
"4200","0.02525137280113995","0.02525137280113995","0.02525137280113995"
"4300","0.023806924168020487","0.023806924168020487","0.023806924168020487"
"4400","0.02497131402604282","0.02497131402604282","0.02497131402604282"
"4500","0.023740722835063933","0.023740722835063933","0.023740722835063933"
"4600","0.022074110573157668","0.022074110573157668","0.022074110573157668"
"4700","0.023419011412188412","0.023419011412188412","0.023419011412188412"
"4800","0.02201485324651003","0.02201485324651003","0.02201485324651003"
"4900","0.024418191350996495","0.024418191350996495","0.024418191350996495"
"5000","0.021465346002951264","0.021465346002951264","0.021465346002951264"
"5100","0.02009938344359398","0.02009938344359398","0.02009938344359398"
"5200","0.019955377206206323","0.019955377206206323","0.019955377206206323"
"5300","0.020674540381878614","0.020674540381878614","0.020674540381878614"
"5400","0.019563828762620687","0.019563828762620687","0.019563828762620687"
"5500","0.018704683491960167","0.018704683491960167","0.018704683491960167"
"5600","0.018692445168271662","0.018692445168271662","0.018692445168271662"
"5700","0.01958886694163084","0.01958886694163084","0.01958886694163084"
"5800","0.01844480549916625","0.01844480549916625","0.01844480549916625"
"5900","0.018135216319933534","0.018135216319933534","0.018135216319933534"
"6000","0.017724390299990775","0.017724390299990775","0.017724390299990775"
"6100","0.017041166741400958","0.017041166741400958","0.017041166741400958"
"6200","0.01698554424569011","0.01698554424569011","0.01698554424569011"
"6300","0.01792294190265238","0.01792294190265238","0.01792294190265238"
"6400","0.016520932661369444","0.016520932661369444","0.016520932661369444"
"6500","0.01638948085717857","0.01638948085717857","0.01638948085717857"
"6600","0.015756841422989963","0.015756841422989963","0.015756841422989963"
"6700","0.01686747686006129","0.01686747686006129","0.01686747686006129"
"6800","0.018730964763090014","0.018730964763090014","0.018730964763090014"
"6900","0.01494485119357705","0.01494485119357705","0.01494485119357705"
"7000","0.013962458311580122","0.013962458311580122","0.013962458311580122"
"7100","0.015520716151222587","0.015520716151222587","0.015520716151222587"
"7200","0.016341580362059176","0.016341580362059176","0.016341580362059176"
"7300","0.014000874366611243","0.014000874366611243","0.014000874366611243"
"7400","0.01747514019254595","0.01747514019254595","0.01747514019254595"
"7500","0.013599807708524168","0.013599807708524168","0.013599807708524168"
"7600","0.01416682873852551","0.01416682873852551","0.01416682873852551"
"7700","0.013053248738870024","0.013053248738870024","0.013053248738870024"
"7800","0.014049813207238913","0.014049813207238913","0.014049813207238913"
"7900","0.015794631033204495","0.015794631033204495","0.015794631033204495"
"8000","0.013535942118614912","0.013535942118614912","0.013535942118614912"
"8100","0.013640626142732799","0.013640626142732799","0.013640626142732799"
"8200","0.013296108497306704","0.013296108497306704","0.013296108497306704"
"8300","0.014383875709027051","0.014383875709027051","0.014383875709027051"
"8400","0.013083879654295742","0.013083879654295742","0.013083879654295742"
"8500","0.01278097193222493","0.01278097193222493","0.01278097193222493"
"8600","0.013352889893576502","0.013352889893576502","0.013352889893576502"
"8700","0.012668736255727708","0.012668736255727708","0.012668736255727708"
"8800","0.013648344101384283","0.013648344101384283","0.013648344101384283"
"8900","0.011931743049062788","0.011931743049062788","0.011931743049062788"
"9000","0.01225147551856935","0.01225147551856935","0.01225147551856935"
"9100","0.014342182422988117","0.014342182422988117","0.014342182422988117"
"9200","0.012243491234257817","0.012243491234257817","0.012243491234257817"
"9300","0.01199489105027169","0.01199489105027169","0.01199489105027169"
"9400","0.012555707427673042","0.012555707427673042","0.012555707427673042"
"9500","0.015486780144274235","0.015486780144274235","0.015486780144274235"
"9600","0.011296528843231499","0.011296528843231499","0.011296528843231499"
"9700","0.011682418501004576","0.011682418501004576","0.011682418501004576"
"9800","0.013014760226942599","0.013014760226942599","0.013014760226942599"
"9900","0.011720465756952762","0.011720465756952762","0.011720465756952762"
"10000","0.01421947943046689","0.01421947943046689","0.01421947943046689"
