"Step","counting_medium_encoder_perm_invariant_0 - loss","counting_medium_encoder_perm_invariant_0 - loss__MIN","counting_medium_encoder_perm_invariant_0 - loss__MAX"
"8900","0.0026420888755092162","0.0026420888755092162","0.0026420888755092162"
"9000","0.00047469010452914516","0.00047469010452914516","0.00047469010452914516"
"9100","0.0006370135024189949","0.0006370135024189949","0.0006370135024189949"
"9200","0.0014506497037655207","0.0014506497037655207","0.0014506497037655207"
"9300","0.0013194203257444314","0.0013194203257444314","0.0013194203257444314"
"9400","0.0007807610616146121","0.0007807610616146121","0.0007807610616146121"
"9500","0.001916899153366103","0.001916899153366103","0.001916899153366103"
"9600","0.001425240887911059","0.001425240887911059","0.001425240887911059"
"9700","0.00044130023336037995","0.00044130023336037995","0.00044130023336037995"
"9800","0.001145083964438527","0.001145083964438527","0.001145083964438527"
"9900","0.00043280919358949175","0.00043280919358949175","0.00043280919358949175"
"10000","0.003877287426512339","0.003877287426512339","0.003877287426512339"
