"Step","counting_extra_small_decoder_nope_perm_variant_0 - loss","counting_extra_small_decoder_nope_perm_variant_0 - loss__MIN","counting_extra_small_decoder_nope_perm_variant_0 - loss__MAX"
"6200","0.053806078024208545","0.053806078024208545","0.053806078024208545"
"6300","0.055921284910291434","0.055921284910291434","0.055921284910291434"
"6400","0.05514134475961328","0.05514134475961328","0.05514134475961328"
"6500","0.05199184656143188","0.05199184656143188","0.05199184656143188"
"6600","0.05084582585841417","0.05084582585841417","0.05084582585841417"
"6700","0.05280491054058075","0.05280491054058075","0.05280491054058075"
"6800","0.04918780781328678","0.04918780781328678","0.04918780781328678"
"6900","0.050506115555763245","0.050506115555763245","0.050506115555763245"
"7000","0.051821345388889314","0.051821345388889314","0.051821345388889314"
"7100","0.052122550196945665","0.052122550196945665","0.052122550196945665"
"7200","0.052284077126532796","0.052284077126532796","0.052284077126532796"
"7300","0.0482120275311172","0.0482120275311172","0.0482120275311172"
"7400","0.04736706543713808","0.04736706543713808","0.04736706543713808"
"7500","0.0497523795440793","0.0497523795440793","0.0497523795440793"
"7600","0.05089102180674672","0.05089102180674672","0.05089102180674672"
"7700","0.047119494657963515","0.047119494657963515","0.047119494657963515"
"7800","0.046153263226151466","0.046153263226151466","0.046153263226151466"
"7900","0.046401924099773166","0.046401924099773166","0.046401924099773166"
"8000","0.04988319056108594","0.04988319056108594","0.04988319056108594"
"8100","0.04666935347020626","0.04666935347020626","0.04666935347020626"
"8200","0.04711931385099888","0.04711931385099888","0.04711931385099888"
"8300","0.047461503073573115","0.047461503073573115","0.047461503073573115"
"8400","0.04541577942669392","0.04541577942669392","0.04541577942669392"
"8500","0.044866337124258276","0.044866337124258276","0.044866337124258276"
"8600","0.04590050868690014","0.04590050868690014","0.04590050868690014"
"8700","0.043060402870178226","0.043060402870178226","0.043060402870178226"
"8800","0.044972493536770346","0.044972493536770346","0.044972493536770346"
"8900","0.044964532051235434","0.044964532051235434","0.044964532051235434"
"9000","0.04423390328884125","0.04423390328884125","0.04423390328884125"
"9100","0.04529058575630188","0.04529058575630188","0.04529058575630188"
"9200","0.04470772607252002","0.04470772607252002","0.04470772607252002"
"9300","0.04279405038803816","0.04279405038803816","0.04279405038803816"
"9400","0.043285604808479546","0.043285604808479546","0.043285604808479546"
"9500","0.045355626996606585","0.045355626996606585","0.045355626996606585"
"9600","0.04204855401068926","0.04204855401068926","0.04204855401068926"
"9700","0.043654070906341075","0.043654070906341075","0.043654070906341075"
"9800","0.043635667823255064","0.043635667823255064","0.043635667823255064"
"9900","0.04162108825519681","0.04162108825519681","0.04162108825519681"
"10000","0.039998381696641445","0.039998381696641445","0.039998381696641445"
