"Step","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - val_loss","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - val_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - val_loss__MAX"
"27000","1.4769337797164916","1.4769337797164916","1.4769337797164916"
"27500","1.4763496017456055","1.4763496017456055","1.4763496017456055"
"28000","1.476351408958435","1.476351408958435","1.476351408958435"
"28500","1.4788657522201538","1.4788657522201538","1.4788657522201538"
"29000","1.4778167390823365","1.4778167390823365","1.4778167390823365"
"29500","1.4763837003707885","1.4763837003707885","1.4763837003707885"
"30000","1.4797913455963134","1.4797913455963134","1.4797913455963134"
"30500","1.4774878597259522","1.4774878597259522","1.4774878597259522"
"31000","1.4761436653137208","1.4761436653137208","1.4761436653137208"
"31500","1.4891913318634034","1.4891913318634034","1.4891913318634034"
"32000","1.48263747215271","1.48263747215271","1.48263747215271"
"32500","1.4897461175918578","1.4897461175918578","1.4897461175918578"
"33000","1.4778939867019654","1.4778939867019654","1.4778939867019654"
"33500","1.476754403114319","1.476754403114319","1.476754403114319"
"34000","1.5102311515808104","1.5102311515808104","1.5102311515808104"
"34500","1.4761437606811523","1.4761437606811523","1.4761437606811523"
"35000","1.4769750690460206","1.4769750690460206","1.4769750690460206"
"35500","1.4765239429473878","1.4765239429473878","1.4765239429473878"
"36000","1.4758898973464967","1.4758898973464967","1.4758898973464967"
"36500","1.4744063329696655","1.4744063329696655","1.4744063329696655"
"37000","1.476904649734497","1.476904649734497","1.476904649734497"
"37500","1.4734394311904908","1.4734394311904908","1.4734394311904908"
"38000","1.4740760898590088","1.4740760898590088","1.4740760898590088"
"38500","1.4806867170333862","1.4806867170333862","1.4806867170333862"
"39000","1.476277813911438","1.476277813911438","1.476277813911438"
"39500","1.4737425231933594","1.4737425231933594","1.4737425231933594"
"40000","1.4739553117752076","1.4739553117752076","1.4739553117752076"
"40500","1.477922372817993","1.477922372817993","1.477922372817993"
"41000","1.4750406455993652","1.4750406455993652","1.4750406455993652"
"41500","1.4752699375152587","1.4752699375152587","1.4752699375152587"
"42000","1.4723721170425415","1.4723721170425415","1.4723721170425415"
"42500","1.4740918684005737","1.4740918684005737","1.4740918684005737"
"43000","1.4760910892486572","1.4760910892486572","1.4760910892486572"
"43500","1.4768903255462646","1.4768903255462646","1.4768903255462646"
"44000","1.4786173677444459","1.4786173677444459","1.4786173677444459"
"44500","1.4784268093109132","1.4784268093109132","1.4784268093109132"
"45000","1.477668318748474","1.477668318748474","1.477668318748474"
"45500","1.4738296318054198","1.4738296318054198","1.4738296318054198"
"46000","1.4739685153961182","1.4739685153961182","1.4739685153961182"
"46500","1.4755880880355834","1.4755880880355834","1.4755880880355834"
"47000","1.4747606801986695","1.4747606801986695","1.4747606801986695"
"47500","1.4783382654190063","1.4783382654190063","1.4783382654190063"
"48000","1.473434944152832","1.473434944152832","1.473434944152832"
"48500","1.4756818532943725","1.4756818532943725","1.4756818532943725"
"49000","1.4788717555999755","1.4788717555999755","1.4788717555999755"
"49500","1.4788022422790528","1.4788022422790528","1.4788022422790528"
"50000","1.47398015499115","1.47398015499115","1.47398015499115"
